kmeans_cluster,cell_count,avg_ml_suitability_score,avg_wind_speed,avg_wind_score,avg_population_density,avg_population_score,avg_dist_to_nearest_turbine_m,avg_infrastructure_score,kmeans_label,kmeans_rank
-1,4117,0.0,5.524355808722565,0.5662784696490569,120.33495263541414,0.8104471787123638,8605.475589021133,0.22146838604275726,Excluded: Natura 2000,0
0,7153,30.27458269257654,3.723802563830317,0.30116768077715694,627.1079267440235,0.3435357596771011,6333.640430588564,0.24107622988961777,Low ML suitability,1
2,4330,44.45995381062356,4.9362184117483086,0.4796819917502644,436.3323325635104,0.3806098543885399,1677.898845265589,0.41092133246298657,Medium ML suitability,2
1,1547,67.91903684550743,6.352277794945818,0.6881804747770265,4.6367162249515195,0.9849789987399291,17482.53716871364,0.1335790239368118,High ML suitability,3
