feature,gini_importance,permutation_importance_mean,permutation_importance_std
wind_speed,0.6341604792098651,0.09017492711370263,0.005358486374834994
population_density,0.3307910713847312,0.09685131195335277,0.00426653250843772
is_natura2000,0.03504844940540384,0.0028862973760933166,0.0030310886503492934
