id,beschermin,kadaster,naam_n2k,nr,objectid,shape_area,shape_len,sitecode_h,sitecode_v,staatscour,status,vhn_new,geometry_wkt
94f99dff-2bf6-5294-88cb-899f5447d74e,HR,OZ4 57913/192,Coepelduynen,96,3852,1883719.9022781,10956.6741788644,NL1000030, ,2009/19769,Natura 2000-besluit 2010,2,"MULTIPOLYGON (((4.434282 52.237603, 4.433963 52.237555, 4.433882 52.237559, 4.433845 52.237553, 4.433769 52.237558, 4.433769 52.237491, 4.433753 52.237433, 4.433727 52.237372, 4.433692 52.23733, 4.433644 52.237288, 4.433585 52.237252, 4.433516 52.237231, 4.433456 52.237219, 4.433124 52.237202, 4.433119 52.23719, 4.433037 52.236775, 4.432982 52.236523, 4.432934 52.23636, 4.432869 52.23617, 4.432751 52.235895, 4.43263 52.235636, 4.432521 52.235434, 4.432518 52.23543, 4.432499 52.2354, 4.432462 52.235343, 4.432392 52.235247, 4.432227 52.235067, 4.432119 52.234961, 4.432011 52.234859, 4.43184 52.234709, 4.431674 52.234602, 4.431574 52.234556, 4.431453 52.234506, 4.431337 52.23447, 4.431218 52.234438, 4.431219 52.234324, 4.431213 52.233976, 4.430998 52.233947, 4.430599 52.233885, 4.430435 52.233757, 4.430179 52.233556, 4.430164 52.233544, 4.430158 52.233539, 4.429984 52.233402, 4.429713 52.233189, 4.429534 52.233048, 4.429127 52.232729, 4.428881 52.232536, 4.428447 52.232195, 4.428418 52.232172, 4.428306 52.232084, 4.427793 52.232236, 4.427759 52.232167, 4.427611 52.231854, 4.427563 52.231753, 4.427517 52.231742, 4.427434 52.231752, 4.427329 52.231773, 4.427329 52.231773, 4.427252 52.231792, 4.427038 52.231859, 4.426922 52.231895, 4.426144 52.232106, 4.426142 52.232107, 4.426056 52.23213, 4.425766 52.232208, 4.425583 52.232257, 4.425583 52.232257, 4.425214 52.232347, 4.425313 52.232395, 4.425772 52.232703, 4.425808 52.232732, 4.426036 52.232838, 4.426098 52.232873, 4.426154 52.232919, 4.42624 52.232997, 4.426306 52.233107, 4.426332 52.233136, 4.426428 52.233176, 4.426414 52.233207, 4.426374 52.233412, 4.425885 52.233406, 4.425815 52.233408, 4.425621 52.233414, 4.425147 52.233407, 4.424957 52.2334, 4.42471 52.233373, 4.42446 52.233341, 4.424182 52.233266, 4.423621 52.23309, 4.42353 52.233063, 4.423486 52.233039, 4.423309 52.232873, 4.422887 52.232676, 4.422445 52.232477, 4.42244 52.232474, 4.422382 52.232493, 4.421899 52.232656, 4.421686 52.232728, 4.421686 52.232729, 4.422046 52.233167, 4.421988 52.23317, 4.42199 52.233177, 4.421999 52.233207, 4.422012 52.233248, 4.422033 52.233284, 4.421861 52.233374, 4.421839 52.233386, 4.42185 52.233399, 4.421905 52.233464, 4.422144 52.233749, 4.422089 52.233789, 4.422036 52.233823, 4.421963 52.233873, 4.4219 52.23391, 4.421891 52.233915, 4.421871 52.233924, 4.421718 52.233746, 4.421744 52.233738, 4.421714 52.233703, 4.421614 52.233586, 4.421598 52.233568, 4.421573 52.233577, 4.421485 52.233607, 4.42125 52.233329, 4.421253 52.233328, 4.421082 52.233124, 4.421036 52.23307, 4.420974 52.232996, 4.420956 52.232975, 4.420937 52.232981, 4.420878 52.233001, 4.420873 52.233002, 4.420801 52.233027, 4.420698 52.233062, 4.420605 52.233093, 4.420549 52.233112, 4.420539 52.233109, 4.420449 52.233097, 4.420441 52.2331, 4.42044 52.233101, 4.420424 52.233104, 4.420423 52.233104, 4.420383 52.23311, 4.420362 52.23312, 4.420328 52.233136, 4.420293 52.233173, 4.420216 52.2332, 4.419685 52.233385, 4.419645 52.233399, 4.419636 52.233402, 4.419141 52.233572, 4.418866 52.233326, 4.417093 52.231361, 4.4154 52.229374, 4.413692 52.227378, 4.411934 52.225404, 4.410099 52.223452, 4.408208 52.22154, 4.40631 52.219593, 4.40445 52.217622, 4.402436 52.215747, 4.401659 52.214699, 4.401472 52.214446, 4.400882 52.21365, 4.400452 52.213114, 4.400077 52.212657, 4.3998 52.212371, 4.399791 52.212351, 4.399702 52.212165, 4.399731 52.212015, 4.399768 52.211874, 4.399782 52.211861, 4.399891 52.211802, 4.400037 52.211745, 4.400452 52.211574, 4.400716 52.211471, 4.400885 52.2114, 4.401008 52.211333, 4.401098 52.211274, 4.401164 52.211213, 4.401225 52.211123, 4.401251 52.211087, 4.40127 52.211046, 4.401291 52.211035, 4.401174 52.210973, 4.401182 52.210954, 4.401304 52.210858, 4.401921 52.210432, 4.402741 52.209875, 4.403305 52.20949, 4.403502 52.209374, 4.403585 52.209329, 4.403737 52.209271, 4.403872 52.209206, 4.404202 52.209077, 4.404519 52.208954, 4.404667 52.208901, 4.404831 52.208856, 4.40498 52.20883, 4.405244 52.208799, 4.405578 52.208765, 4.405859 52.208732, 4.406025 52.208704, 4.406467 52.208623, 4.406511 52.208714, 4.4068 52.208669, 4.406821 52.208722, 4.406891 52.208768, 4.40711 52.208888, 4.407331 52.209004, 4.407555 52.20912, 4.407719 52.209202, 4.407782 52.209233, 4.407915 52.209309, 4.407724 52.20939, 4.407038 52.209661, 4.406218 52.20998, 4.405721 52.210184, 4.404613 52.210614, 4.40438 52.210704, 4.404257 52.21058, 4.404222 52.210595, 4.404209 52.2106, 4.404209 52.210599, 4.403821 52.210748, 4.403931 52.210858, 4.403945 52.210872, 4.403299 52.211118, 4.403256 52.211072, 4.403185 52.210996, 4.402811 52.21115, 4.402886 52.211218, 4.402931 52.211258, 4.40248 52.21143, 4.402473 52.211432, 4.402464 52.211436, 4.402355 52.211386, 4.402355 52.211386, 4.402247 52.211429, 4.402174 52.211403, 4.402151 52.211413, 4.402151 52.211413, 4.402151 52.211413, 4.402191 52.211451, 4.402893 52.212117, 4.402919 52.212216, 4.402937 52.212235, 4.403059 52.212362, 4.403128 52.212427, 4.403066 52.212508, 4.403062 52.212565, 4.403153 52.212553, 4.403267 52.212512, 4.403345 52.212572, 4.403425 52.212578, 4.403606 52.212555, 4.403889 52.212487, 4.404014 52.212464, 4.40402 52.212472, 4.404029 52.212481, 4.404037 52.21249, 4.404045 52.212499, 4.404053 52.212508, 4.404061 52.212517, 4.404069 52.212526, 4.404078 52.212535, 4.404085 52.212543, 4.40416 52.212629, 4.404297 52.212725, 4.404419 52.212762, 4.404542 52.212753, 4.404639 52.212731, 4.4048 52.212716, 4.404966 52.212671, 4.405041 52.212655, 4.405209 52.212511, 4.405239 52.21249, 4.405423 52.212358, 4.405373 52.212307, 4.405368 52.212302, 4.404917 52.211867, 4.404849 52.211801, 4.404796 52.211714, 4.405011 52.211628, 4.405087 52.211598, 4.40514 52.211576, 4.405198 52.211605, 4.405233 52.211621, 4.405287 52.21164, 4.405333 52.211644, 4.405367 52.211647, 4.405457 52.211641, 4.405571 52.211618, 4.40564 52.211596, 4.405706 52.211569, 4.405717 52.211624, 4.405729 52.211691, 4.405749 52.211795, 4.405788 52.211871, 4.405861 52.211942, 4.405863 52.211944, 4.405863 52.211944, 4.406056 52.212069, 4.406481 52.212305, 4.407242 52.212653, 4.408037 52.212909, 4.408063 52.212918, 4.408074 52.212922, 4.408097 52.212929, 4.408343 52.212996, 4.408916 52.213147, 4.409261 52.213231, 4.409397 52.213264, 4.409735 52.213353, 4.409963 52.213405, 4.410084 52.213412, 4.410112 52.213405, 4.410141 52.213418, 4.410222 52.213445, 4.410224 52.213445, 4.410271 52.213461, 4.410378 52.213453, 4.410381 52.213452, 4.410458 52.21345, 4.410562 52.21343, 4.410643 52.213392, 4.410695 52.213337, 4.410725 52.213175, 4.41078 52.213118, 4.410847 52.213081, 4.410926 52.213053, 4.41094 52.212956, 4.410867 52.212661, 4.410847 52.212583, 4.410808 52.212417, 4.410958 52.212574, 4.411274 52.212887, 4.411903 52.213491, 4.412079 52.213664, 4.412306 52.213886, 4.412502 52.214079, 4.412624 52.214195, 4.412811 52.214375, 4.413335 52.214856, 4.413636 52.21514, 4.413674 52.215174, 4.4139 52.215366, 4.413965 52.215335, 4.414526 52.215858, 4.414835 52.216145, 4.415306 52.216646, 4.415305 52.21665, 4.415773 52.217175, 4.416037 52.217476, 4.416859 52.218409, 4.416874 52.218494, 4.41688 52.218514, 4.416855 52.218521, 4.416952 52.218765, 4.417094 52.218967, 4.417126 52.219008, 4.417133 52.219019, 4.417143 52.21903, 4.417225 52.219136, 4.417435 52.219388, 4.417674 52.219622, 4.417823 52.219768, 4.417906 52.219847, 4.41806 52.219998, 4.418308 52.220235, 4.418526 52.220435, 4.418589 52.220494, 4.4186 52.220504, 4.418992 52.220865, 4.419355 52.221296, 4.419392 52.221335, 4.419554 52.221525, 4.419632 52.221498, 4.419668 52.221543, 4.420752 52.22287, 4.421276 52.22343, 4.421297 52.223452, 4.421343 52.223499, 4.421926 52.224107, 4.422343 52.224553, 4.422707 52.224942, 4.42275 52.224988, 4.422775 52.225015, 4.423108 52.225387, 4.423506 52.225829, 4.423793 52.226148, 4.423972 52.226349, 4.424002 52.226384, 4.424235 52.226664, 4.424459 52.226935, 4.424727 52.227305, 4.424922 52.227575, 4.425114 52.227811, 4.425147 52.22785, 4.425226 52.227948, 4.425487 52.228212, 4.42566 52.228339, 4.426093 52.228649, 4.426539 52.228953, 4.426608 52.229003, 4.426663 52.229026, 4.426728 52.229039, 4.426779 52.229043, 4.426838 52.229043, 4.427496 52.228994, 4.427658 52.228976, 4.427799 52.22896, 4.4282 52.228876, 4.428247 52.228929, 4.42837 52.228904, 4.428396 52.22894, 4.428884 52.229081, 4.429262 52.229189, 4.429373 52.229226, 4.429449 52.229264, 4.429543 52.22932, 4.429553 52.229339, 4.429583 52.229396, 4.429557 52.229449, 4.429067 52.229881, 4.428818 52.230105, 4.428932 52.230161, 4.428937 52.230163, 4.428915 52.230209, 4.428874 52.230292, 4.428879 52.23031, 4.428888 52.230348, 4.428893 52.230368, 4.429017 52.230551, 4.429045 52.230626, 4.429036 52.230744, 4.42904 52.230769, 4.429081 52.23086, 4.429113 52.230932, 4.429181 52.230996, 4.429375 52.231091, 4.429598 52.231201, 4.429601 52.231208, 4.429601 52.231212, 4.4296 52.231216, 4.429598 52.23122, 4.429595 52.231221, 4.428931 52.231713, 4.428836 52.231783, 4.429616 52.232166, 4.429636 52.232176, 4.429656 52.232186, 4.429632 52.232207, 4.429583 52.232252, 4.429785 52.232456, 4.42991 52.232575, 4.429896 52.232619, 4.429988 52.232732, 4.430041 52.232823, 4.430276 52.232899, 4.430338 52.232937, 4.430258 52.232999, 4.430243 52.233036, 4.430222 52.233052, 4.430232 52.233059, 4.430226 52.233073, 4.430239 52.233064, 4.430609 52.233329, 4.430644 52.233357, 4.430668 52.2334, 4.430667 52.233436, 4.430643 52.233543, 4.431069 52.233789, 4.431498 52.234049, 4.431497 52.23409, 4.431902 52.234363, 4.431905 52.234376, 4.4319 52.234386, 4.431854 52.234428, 4.432013 52.23455, 4.43202 52.234558, 4.432023 52.234562, 4.432024 52.234562, 4.432212 52.234772, 4.432432 52.235024, 4.432678 52.235315, 4.432751 52.235396, 4.432777 52.235424, 4.432849 52.235526, 4.433131 52.235978, 4.433268 52.236203, 4.433406 52.236467, 4.433437 52.236503, 4.433475 52.236532, 4.433647 52.236628, 4.433799 52.236721, 4.43383 52.236741, 4.43377 52.236767, 4.43373 52.236798, 4.433638 52.236928, 4.433604 52.236957, 4.433581 52.236991, 4.433578 52.237023, 4.433593 52.237042, 4.433668 52.237088, 4.43372 52.237107, 4.433995 52.237183, 4.434062 52.237193, 4.434116 52.237191, 4.434167 52.237228, 4.434241 52.237187, 4.434249 52.237187, 4.434415 52.237226, 4.434369 52.237378, 4.434369 52.237378, 4.434282 52.237603), (4.426386 52.231421, 4.426704 52.23147, 4.426799 52.231196, 4.426487 52.231152, 4.426386 52.231421), (4.426508 52.231717, 4.426304 52.231535, 4.426063 52.231638, 4.426262 52.231817, 4.426266 52.231819, 4.426508 52.231717), (4.42539 52.231729, 4.425299 52.231614, 4.425284 52.231619, 4.425048 52.23171, 4.425151 52.2318, 4.42516 52.231808, 4.42539 52.231729), (4.425799 52.231877, 4.425748 52.231827, 4.42567 52.231862, 4.425635 52.231874, 4.425685 52.231926, 4.425799 52.231877)))"
788e8d98-db0a-51da-a088-32b30ed7a75d,HR,OZ4 62860/122,De Bruuk,69,3853,992728.5464084,6988.80547144347,NL2003011, ,2013/12211,Natura 2000-besluit 7 mei 2013,2,"MULTIPOLYGON (((5.966007 51.765289, 5.965875 51.765326, 5.965509 51.765431, 5.965057 51.765557, 5.965286 51.765861, 5.965573 51.766242, 5.965661 51.766361, 5.963969 51.766846, 5.963927 51.766785, 5.963742 51.766531, 5.963671 51.766435, 5.96358 51.766308, 5.963253 51.765851, 5.963216 51.765805, 5.963007 51.765515, 5.962925 51.7654, 5.962461 51.764754, 5.962213 51.764401, 5.962196 51.764378, 5.962178 51.764364, 5.962148 51.764344, 5.962118 51.764329, 5.962084 51.76431, 5.962032 51.764294, 5.961992 51.76428, 5.961917 51.764261, 5.961843 51.764246, 5.961577 51.764187, 5.961287 51.764121, 5.959846 51.763792, 5.959489 51.763711, 5.9591 51.763703, 5.958508 51.763691, 5.958428 51.76369, 5.958256 51.76327, 5.958244 51.76324, 5.958228 51.763205, 5.957971 51.763262, 5.957627 51.763338, 5.95767 51.763396, 5.957762 51.763516, 5.957887 51.763681, 5.95787 51.76368, 5.957391 51.763672, 5.957153 51.763327, 5.956879 51.76294, 5.956709 51.762982, 5.956702 51.762984, 5.956426 51.763053, 5.956448 51.763082, 5.956551 51.763216, 5.955891 51.763282, 5.955789 51.763083, 5.955734 51.76301, 5.955529 51.763009, 5.955517 51.76301, 5.955516 51.76301, 5.955393 51.763021, 5.955338 51.763026, 5.955138 51.763049, 5.954942 51.763066, 5.954848 51.763061, 5.954747 51.763036, 5.954653 51.762992, 5.954641 51.762993, 5.95464 51.762993, 5.953916 51.763078, 5.952865 51.763084, 5.951992 51.763089, 5.951993 51.763089, 5.95198 51.76309, 5.952354 51.763573, 5.952241 51.763575, 5.952216 51.763576, 5.952029 51.763574, 5.951991 51.763574, 5.95196 51.763574, 5.951924 51.763577, 5.951895 51.763579, 5.951858 51.763587, 5.951767 51.763606, 5.95162 51.763634, 5.951491 51.763658, 5.951124 51.763727, 5.950979 51.763753, 5.950979 51.763753, 5.950904 51.763761, 5.950893 51.763763, 5.950891 51.763762, 5.950215 51.763915, 5.94998 51.763685, 5.949971 51.763688, 5.949968 51.763685, 5.948908 51.764103, 5.948336 51.763768, 5.949226 51.763393, 5.949213 51.763391, 5.949072 51.763262, 5.948672 51.762892, 5.948599 51.762829, 5.947912 51.762191, 5.948194 51.762185, 5.948519 51.762183, 5.948652 51.762184, 5.948746 51.762182, 5.948864 51.762179, 5.948928 51.762179, 5.949 51.762177, 5.949029 51.762176, 5.949274 51.762177, 5.949509 51.762106, 5.950724 51.761741, 5.950723 51.761741, 5.950718 51.761733, 5.950742 51.761726, 5.950571 51.761505, 5.950184 51.761004, 5.949756 51.760452, 5.949715 51.760398, 5.949439 51.76009, 5.949762 51.759951, 5.950201 51.760234, 5.950377 51.76014, 5.950147 51.759984, 5.949994 51.759878, 5.950015 51.759868, 5.950532 51.759643, 5.950536 51.75964, 5.950903 51.759873, 5.951539 51.760276, 5.951574 51.760298, 5.951858 51.760486, 5.951869 51.760494, 5.951869 51.760495, 5.952434 51.760862, 5.952736 51.76105, 5.952761 51.76107, 5.952702 51.761101, 5.952498 51.761222, 5.952497 51.761256, 5.952525 51.761282, 5.952602 51.761336, 5.952837 51.761496, 5.953414 51.761893, 5.953692 51.762082, 5.954385 51.762567, 5.95482 51.76287, 5.955465 51.762511, 5.955821 51.762313, 5.955837 51.762304, 5.956756 51.761773, 5.956916 51.761681, 5.95694 51.761668, 5.957213 51.761523, 5.956575 51.761091, 5.956516 51.761125, 5.956471 51.761107, 5.955743 51.760649, 5.954669 51.760006, 5.954668 51.760006, 5.955238 51.759693, 5.955296 51.759662, 5.9557 51.75944, 5.95601 51.759273, 5.956118 51.759215, 5.956902 51.758791, 5.957181 51.75864, 5.957209 51.758626, 5.957363 51.758542, 5.957443 51.758499, 5.957783 51.758315, 5.957871 51.758268, 5.958071 51.758159, 5.958149 51.758117, 5.958209 51.758085, 5.958356 51.758006, 5.958651 51.757852, 5.958742 51.757804, 5.958867 51.757739, 5.959303 51.757503, 5.959336 51.757485, 5.959376 51.757464, 5.959274 51.757393, 5.959241 51.757379, 5.959172 51.757344, 5.959113 51.757315, 5.959065 51.757287, 5.95902 51.75726, 5.958981 51.757233, 5.958934 51.757203, 5.958923 51.757196, 5.95886 51.75715, 5.958758 51.757075, 5.958555 51.756927, 5.958503 51.756888, 5.958488 51.756877, 5.95847 51.756863, 5.958217 51.756681, 5.9587 51.756454, 5.958392 51.756162, 5.958378 51.75615, 5.958748 51.755993, 5.958763 51.756005, 5.959124 51.756327, 5.959153 51.756315, 5.95916 51.75632, 5.959266 51.756265, 5.95975 51.756053, 5.959769 51.756046, 5.959855 51.756006, 5.959972 51.755955, 5.960137 51.755886, 5.960135 51.755884, 5.960315 51.755805, 5.960484 51.755951, 5.960573 51.756042, 5.960622 51.756092, 5.960679 51.756146, 5.960902 51.756348, 5.961027 51.756463, 5.961092 51.756428, 5.961488 51.756217, 5.961917 51.756035, 5.962018 51.755994, 5.962028 51.755989, 5.96205 51.756001, 5.962348 51.755832, 5.962626 51.755665, 5.962726 51.755613, 5.963009 51.755456, 5.963273 51.755311, 5.963346 51.755272, 5.96375 51.755522, 5.964311 51.75587, 5.964487 51.755979, 5.964518 51.756, 5.964526 51.756004, 5.964526 51.756004, 5.965108 51.755663, 5.965355 51.755519, 5.965379 51.755534, 5.965641 51.755699, 5.965959 51.755899, 5.966106 51.755986, 5.966281 51.756094, 5.966347 51.756136, 5.966463 51.756209, 5.966554 51.756268, 5.966677 51.756346, 5.966788 51.756417, 5.966931 51.756505, 5.967027 51.756564, 5.96708 51.756597, 5.967165 51.75665, 5.967378 51.756784, 5.967395 51.756795, 5.966209 51.757278, 5.966419 51.757433, 5.966265 51.757497, 5.967078 51.757919, 5.967034 51.75794, 5.967209 51.758113, 5.966565 51.758349, 5.966523 51.758364, 5.96732 51.75878, 5.96769 51.758973, 5.968211 51.75924, 5.969076 51.75969, 5.969676 51.760009, 5.969908 51.760135, 5.970102 51.760241, 5.970207 51.760311, 5.970272 51.760415, 5.970335 51.760515, 5.970415 51.760656, 5.970559 51.760833, 5.97067 51.760924, 5.970867 51.761067, 5.97126 51.761336, 5.971614 51.761588, 5.971696 51.761647, 5.972322 51.762094, 5.972401 51.76215, 5.972504 51.762224, 5.972687 51.762382, 5.972869 51.762563, 5.973812 51.763473, 5.973834 51.763495, 5.973875 51.763548, 5.973918 51.763607, 5.973891 51.763616, 5.973739 51.76366, 5.970673 51.764564, 5.970656 51.764573, 5.970657 51.764583, 5.970647 51.764589, 5.970613 51.764599, 5.9706 51.764602, 5.970592 51.764601, 5.970584 51.764601, 5.970553 51.764602, 5.970483 51.764625, 5.970428 51.764632, 5.970356 51.76467, 5.970339 51.764676, 5.970332 51.764678, 5.970296 51.764686, 5.970052 51.764757, 5.969272 51.764977, 5.968506 51.765193, 5.968411 51.765217, 5.968375 51.765212, 5.968342 51.765207, 5.968328 51.765202, 5.968315 51.765193, 5.96832 51.765199, 5.968313 51.765197, 5.968298 51.765186, 5.968459 51.765405, 5.96847 51.765429, 5.968456 51.765446, 5.968239 51.765599, 5.968135 51.765664, 5.968079 51.765693, 5.968019 51.765712, 5.96792 51.76574, 5.967004 51.765991, 5.96642 51.765219, 5.966404 51.765223, 5.966377 51.765187, 5.966007 51.765289)))"
