cell_lon,cell_lat,interpolated_wind
5.618140703517588,50.705999999999996,4.069793757985034
5.639788944723618,50.705999999999996,4.069793757985034
5.661437185929648,50.705999999999996,4.069793757985034
5.683085427135678,50.705999999999996,4.069793757985034
5.704733668341708,50.705999999999996,4.069793757985034
5.726381909547738,50.705999999999996,4.069793757985034
5.7480301507537686,50.705999999999996,4.069793757985034
5.769678391959799,50.705999999999996,4.069793757985034
5.791326633165829,50.705999999999996,4.069793757985034
5.812974874371859,50.705999999999996,4.069793757985034
5.834623115577889,50.705999999999996,4.069793757985034
5.856271356783919,50.705999999999996,4.069793757985034
5.8779195979899495,50.705999999999996,4.069793757985034
5.89956783919598,50.705999999999996,4.069793757985034
5.5964924623115575,50.72142211055276,4.069793757985034
5.618140703517588,50.72142211055276,4.069793757985034
5.639788944723618,50.72142211055276,4.069793757985034
5.661437185929648,50.72142211055276,4.069793757985034
5.683085427135678,50.72142211055276,4.069793757985034
5.704733668341708,50.72142211055276,4.069793757985034
5.726381909547738,50.72142211055276,4.069793757985034
5.7480301507537686,50.72142211055276,4.069793757985034
5.769678391959799,50.72142211055276,4.069793757985034
5.791326633165829,50.72142211055276,4.069793757985034
5.812974874371859,50.72142211055276,4.069793757985034
5.834623115577889,50.72142211055276,4.069793757985034
5.856271356783919,50.72142211055276,4.069793757985034
5.8779195979899495,50.72142211055276,4.069793757985034
5.89956783919598,50.72142211055276,4.069793757985034
5.92121608040201,50.72142211055276,4.069793757985034
5.5964924623115575,50.73684422110552,4.069793757985034
5.618140703517588,50.73684422110552,4.069793757985034
5.639788944723618,50.73684422110552,4.069793757985034
5.661437185929648,50.73684422110552,4.069793757985034
5.683085427135678,50.73684422110552,4.069793757985034
5.704733668341708,50.73684422110552,4.069793757985034
5.726381909547738,50.73684422110552,4.069793757985034
5.7480301507537686,50.73684422110552,4.069793757985034
5.769678391959799,50.73684422110552,4.069793757985034
5.791326633165829,50.73684422110552,4.069793757985034
5.812974874371859,50.73684422110552,4.069793757985034
5.834623115577889,50.73684422110552,4.069793757985034
5.856271356783919,50.73684422110552,4.069793757985034
5.8779195979899495,50.73684422110552,4.069793757985034
5.89956783919598,50.73684422110552,4.069793757985034
5.92121608040201,50.73684422110552,4.069793757985034
5.94286432160804,50.73684422110552,4.069793757985034
5.574844221105527,50.75226633165829,4.069793757985034
5.5964924623115575,50.75226633165829,4.069793757985034
5.618140703517588,50.75226633165829,4.069793757985034
5.639788944723618,50.75226633165829,4.069793757985034
5.661437185929648,50.75226633165829,4.069793757985034
5.683085427135678,50.75226633165829,4.069793757985034
5.704733668341708,50.75226633165829,4.069793757985034
5.726381909547738,50.75226633165829,4.069793757985034
5.7480301507537686,50.75226633165829,4.069793757985034
5.769678391959799,50.75226633165829,4.069793757985034
