cell_lon,cell_lat,wind_speed
5.717020080321285,50.75760240963855,4.004636586124583
5.782176706827309,50.75760240963855,4.002884240269532
5.803895582329318,50.75760240963855,3.9912823572816145
5.825614457831326,50.75760240963855,3.974402158896809
5.847333333333333,50.75760240963855,3.952529079304163
5.869052208835342,50.75760240963855,3.9260310467307042
5.89077108433735,50.75760240963855,3.8953423099808178
5.912489959839357,50.75760240963855,3.8609452193902416
5.934208835341366,50.75760240963855,3.823351420046237
5.955927710843374,50.75760240963855,3.7830837785352807
5.977646586345382,50.75760240963855,3.7406601005660476
5.695301204819277,50.7743453815261,4.0162898982288056
5.717020080321285,50.7743453815261,4.026685741386215
5.738738955823294,50.7743453815261,4.031540133665297
5.760457831325302,50.7743453815261,4.030726316505376
5.782176706827309,50.7743453815261,4.024224959917026
5.803895582329318,50.7743453815261,4.01212743177459
5.825614457831326,50.7743453815261,3.9946330009282995
5.847333333333333,50.7743453815261,3.9720402413088456
5.869052208835342,50.7743453815261,3.9447334847115605
5.89077108433735,50.7743453815261,3.9131656141533093
5.912489959839357,50.7743453815261,3.877838737053754
5.934208835341366,50.7743453815261,3.8392843102968053
5.955927710843374,50.7743453815261,3.7980441312918596
5.977646586345382,50.7743453815261,3.7546533142797243
5.717020080321285,50.791088353413656,4.045535163026444
5.738738955823294,50.791088353413656,4.050231816112941
5.760457831325302,50.791088353413656,4.049148901124281
5.782176706827309,50.791088353413656,4.042267049652178
5.803895582329318,50.791088353413656,4.0296818892061435
5.825614457831326,50.791088353413656,4.01160108656575
5.847333333333333,50.791088353413656,3.9883352487585526
5.869052208835342,50.791088353413656,3.960283596807918
5.89077108433735,50.791088353413656,3.9279158040687108
5.912489959839357,50.791088353413656,3.891751651826132
5.934208835341366,50.791088353413656,3.8523401817187373
5.955927710843374,50.791088353413656,3.8102398452128656
5.67358232931727,50.8078313253012,4.035009312437779
5.695301204819277,50.8078313253012,4.050717641102747
5.717020080321285,50.8078313253012,4.060931188718573
5.738738955823294,50.8078313253012,4.065411045925391
5.760457831325302,50.8078313253012,4.0640232835584955
5.782176706827309,50.8078313253012,4.056748954787826
5.803895582329318,50.8078313253012,4.043687753595943
5.825614457831326,50.8078313253012,4.0250549158605535
5.847333333333333,50.8078313253012,4.0011716713129974
5.869052208835342,50.8078313253012,3.9724502237781847
5.89077108433735,50.8078313253012,3.939374743401734
5.912489959839357,50.8078313253012,3.902480127187887
5.934208835341366,50.8078313253012,3.8623303046554756
5.955927710843374,50.8078313253012,3.819497665416388
5.977646586345382,50.8078313253012,3.7745448317317702
5.99936546184739,50.8078313253012,3.7280095723259343
5.6518634538152615,50.824574297188754,4.026353393635258
