country,cell_lon,cell_lat,annual_wind_speed
Denmark,11.233557046979866,54.68255033557047,5.871
Denmark,11.28255033557047,54.68255033557047,5.865
Denmark,11.331543624161075,54.68255033557047,5.862
Denmark,11.380536912751678,54.68255033557047,5.864
Denmark,11.429530201342281,54.68255033557047,5.871
Denmark,11.478523489932886,54.68255033557047,5.882
Denmark,11.527516778523491,54.68255033557047,5.899
Denmark,11.576510067114095,54.68255033557047,5.92
Denmark,11.625503355704698,54.68255033557047,5.948
Denmark,11.674496644295303,54.68255033557047,5.98
Denmark,11.723489932885906,54.68255033557047,6.017
Denmark,11.772483221476511,54.68255033557047,6.059
Denmark,11.821476510067114,54.68255033557047,6.105
Denmark,11.87046979865772,54.68255033557047,6.155
Denmark,11.919463087248323,54.68255033557047,6.208
Denmark,11.968456375838926,54.68255033557047,6.263
Denmark,12.017449664429531,54.68255033557047,6.319
Denmark,12.066442953020136,54.68255033557047,6.377
Denmark,12.11543624161074,54.68255033557047,6.436
Denmark,12.164429530201343,54.68255033557047,6.496
Denmark,12.213422818791948,54.68255033557047,6.558
Denmark,9.126845637583893,54.705369127516775,4.31
Denmark,9.175838926174496,54.705369127516775,4.253
Denmark,9.224832214765101,54.705369127516775,4.208
Denmark,9.273825503355704,54.705369127516775,4.173
Denmark,9.32281879194631,54.705369127516775,4.15
Denmark,9.371812080536913,54.705369127516775,4.138
Denmark,9.420805369127518,54.705369127516775,4.138
Denmark,9.46979865771812,54.705369127516775,4.15
Denmark,9.518791946308724,54.705369127516775,4.175
Denmark,9.567785234899329,54.705369127516775,4.213
Denmark,9.71476510067114,54.705369127516775,4.406
Denmark,9.763758389261746,54.705369127516775,4.496
Denmark,10.351677852348994,54.705369127516775,5.863
Denmark,10.400671140939597,54.705369127516775,5.934
Denmark,10.449664429530202,54.705369127516775,5.99
Denmark,10.498657718120805,54.705369127516775,6.03
Denmark,10.54765100671141,54.705369127516775,6.055
Denmark,10.596644295302013,54.705369127516775,6.067
Denmark,10.645637583892618,54.705369127516775,6.067
Denmark,10.694630872483222,54.705369127516775,6.059
Denmark,10.743624161073825,54.705369127516775,6.043
Denmark,10.79261744966443,54.705369127516775,6.022
Denmark,10.841610738255035,54.705369127516775,5.998
Denmark,10.890604026845638,54.705369127516775,5.974
Denmark,10.939597315436242,54.705369127516775,5.949
Denmark,10.988590604026847,54.705369127516775,5.925
Denmark,11.03758389261745,54.705369127516775,5.903
Denmark,11.086577181208053,54.705369127516775,5.883
Denmark,11.135570469798658,54.705369127516775,5.866
Denmark,11.184563758389263,54.705369127516775,5.851
Denmark,11.233557046979866,54.705369127516775,5.839
Denmark,11.28255033557047,54.705369127516775,5.831
Denmark,11.331543624161075,54.705369127516775,5.826
Denmark,11.380536912751678,54.705369127516775,5.824
Denmark,11.429530201342281,54.705369127516775,5.826
Denmark,11.478523489932886,54.705369127516775,5.832
Denmark,11.527516778523491,54.705369127516775,5.842
Denmark,11.576510067114095,54.705369127516775,5.857
Denmark,11.625503355704698,54.705369127516775,5.877
Denmark,11.674496644295303,54.705369127516775,5.901
Denmark,11.723489932885906,54.705369127516775,5.931
Denmark,11.772483221476511,54.705369127516775,5.965
Denmark,11.821476510067114,54.705369127516775,6.005
Denmark,11.87046979865772,54.705369127516775,6.048
Denmark,11.919463087248323,54.705369127516775,6.096
Denmark,11.968456375838926,54.705369127516775,6.148
Denmark,12.017449664429531,54.705369127516775,6.203
Denmark,12.066442953020136,54.705369127516775,6.262
Denmark,12.11543624161074,54.705369127516775,6.325
Denmark,12.164429530201343,54.705369127516775,6.391
Denmark,12.213422818791948,54.705369127516775,6.46
Denmark,9.07785234899329,54.72818791946309,4.376
Denmark,9.126845637583893,54.72818791946309,4.309
Denmark,9.175838926174496,54.72818791946309,4.255
Denmark,9.224832214765101,54.72818791946309,4.212
Denmark,9.273825503355704,54.72818791946309,4.18
Denmark,9.32281879194631,54.72818791946309,4.158
Denmark,9.371812080536913,54.72818791946309,4.148
Denmark,9.420805369127518,54.72818791946309,4.149
Denmark,9.46979865771812,54.72818791946309,4.162
Denmark,9.518791946308724,54.72818791946309,4.187
Denmark,9.567785234899329,54.72818791946309,4.224
Denmark,9.616778523489934,54.72818791946309,4.274
Denmark,9.665771812080537,54.72818791946309,4.336
Denmark,9.71476510067114,54.72818791946309,4.41
Denmark,9.763758389261746,54.72818791946309,4.496
Denmark,9.812751677852349,54.72818791946309,4.592
Denmark,9.861744966442954,54.72818791946309,4.697
Denmark,10.253691275167785,54.72818791946309,5.619
Denmark,10.30268456375839,54.72818791946309,5.712
Denmark,10.351677852348994,54.72818791946309,5.793
Denmark,10.400671140939597,54.72818791946309,5.862
Denmark,10.449664429530202,54.72818791946309,5.916
Denmark,10.498657718120805,54.72818791946309,5.956
Denmark,10.54765100671141,54.72818791946309,5.982
Denmark,10.596644295302013,54.72818791946309,5.997
Denmark,10.645637583892618,54.72818791946309,6.0
Denmark,10.694630872483222,54.72818791946309,5.995
Denmark,10.743624161073825,54.72818791946309,5.984
Denmark,10.79261744966443,54.72818791946309,5.967
Denmark,10.841610738255035,54.72818791946309,5.948
Denmark,10.890604026845638,54.72818791946309,5.927
Denmark,10.939597315436242,54.72818791946309,5.906
Denmark,10.988590604026847,54.72818791946309,5.886
Denmark,11.03758389261745,54.72818791946309,5.866
Denmark,11.086577181208053,54.72818791946309,5.849
Denmark,11.135570469798658,54.72818791946309,5.833
Denmark,11.184563758389263,54.72818791946309,5.818
Denmark,11.233557046979866,54.72818791946309,5.806
Denmark,11.28255033557047,54.72818791946309,5.796
Denmark,11.331543624161075,54.72818791946309,5.788
Denmark,11.380536912751678,54.72818791946309,5.783
Denmark,11.429530201342281,54.72818791946309,5.78
Denmark,11.478523489932886,54.72818791946309,5.78
Denmark,11.527516778523491,54.72818791946309,5.784
Denmark,11.576510067114095,54.72818791946309,5.792
Denmark,11.625503355704698,54.72818791946309,5.804
Denmark,11.674496644295303,54.72818791946309,5.821
Denmark,11.723489932885906,54.72818791946309,5.843
Denmark,11.772483221476511,54.72818791946309,5.869
Denmark,11.821476510067114,54.72818791946309,5.901
Denmark,11.87046979865772,54.72818791946309,5.939
Denmark,11.919463087248323,54.72818791946309,5.982
Denmark,11.968456375838926,54.72818791946309,6.03
Denmark,12.017449664429531,54.72818791946309,6.085
Denmark,12.066442953020136,54.72818791946309,6.145
Denmark,12.11543624161074,54.72818791946309,6.21
Denmark,12.164429530201343,54.72818791946309,6.282
Denmark,12.213422818791948,54.72818791946309,6.359
Denmark,12.26241610738255,54.72818791946309,6.442
Denmark,8.979865771812081,54.751006711409396,4.542
Denmark,9.028859060402684,54.751006711409396,4.45
Denmark,9.07785234899329,54.751006711409396,4.373
Denmark,9.126845637583893,54.751006711409396,4.309
Denmark,9.175838926174496,54.751006711409396,4.256
Denmark,9.224832214765101,54.751006711409396,4.216
Denmark,9.273825503355704,54.751006711409396,4.186
Denmark,9.32281879194631,54.751006711409396,4.167
Denmark,9.371812080536913,54.751006711409396,4.159
Denmark,9.420805369127518,54.751006711409396,4.161
Denmark,9.46979865771812,54.751006711409396,4.174
Denmark,9.518791946308724,54.751006711409396,4.199
Denmark,9.567785234899329,54.751006711409396,4.236
Denmark,9.616778523489934,54.751006711409396,4.284
Denmark,9.665771812080537,54.751006711409396,4.344
Denmark,9.71476510067114,54.751006711409396,4.416
Denmark,9.763758389261746,54.751006711409396,4.497
Denmark,9.812751677852349,54.751006711409396,4.588
Denmark,9.861744966442954,54.751006711409396,4.687
Denmark,9.910738255033557,54.751006711409396,4.792
Denmark,9.959731543624162,54.751006711409396,4.902
Denmark,10.008724832214765,54.751006711409396,5.015
Denmark,10.057718120805369,54.751006711409396,5.129
Denmark,10.253691275167785,54.751006711409396,5.555
Denmark,10.30268456375839,54.751006711409396,5.643
Denmark,10.351677852348994,54.751006711409396,5.721
Denmark,10.400671140939597,54.751006711409396,5.786
Denmark,10.449664429530202,54.751006711409396,5.839
Denmark,10.498657718120805,54.751006711409396,5.879
Denmark,10.54765100671141,54.751006711409396,5.907
Denmark,10.596644295302013,54.751006711409396,5.923
Denmark,10.645637583892618,54.751006711409396,5.93
Denmark,10.694630872483222,54.751006711409396,5.929
Denmark,10.743624161073825,54.751006711409396,5.922
Denmark,10.79261744966443,54.751006711409396,5.91
Denmark,10.841610738255035,54.751006711409396,5.895
Denmark,10.890604026845638,54.751006711409396,5.879
Denmark,10.939597315436242,54.751006711409396,5.862
Denmark,10.988590604026847,54.751006711409396,5.845
Denmark,11.03758389261745,54.751006711409396,5.828
Denmark,11.086577181208053,54.751006711409396,5.813
Denmark,11.135570469798658,54.751006711409396,5.798
Denmark,11.184563758389263,54.751006711409396,5.784
Denmark,11.233557046979866,54.751006711409396,5.771
Denmark,11.28255033557047,54.751006711409396,5.76
Denmark,11.331543624161075,54.751006711409396,5.749
Denmark,11.380536912751678,54.751006711409396,5.74
Denmark,11.429530201342281,54.751006711409396,5.733
Denmark,11.478523489932886,54.751006711409396,5.728
Denmark,11.527516778523491,54.751006711409396,5.725
Denmark,11.576510067114095,54.751006711409396,5.726
Denmark,11.625503355704698,54.751006711409396,5.731
Denmark,11.674496644295303,54.751006711409396,5.74
Denmark,11.723489932885906,54.751006711409396,5.753
Denmark,11.772483221476511,54.751006711409396,5.772
Denmark,11.821476510067114,54.751006711409396,5.797
Denmark,11.87046979865772,54.751006711409396,5.828
Denmark,11.919463087248323,54.751006711409396,5.866
Denmark,11.968456375838926,54.751006711409396,5.911
Denmark,12.017449664429531,54.751006711409396,5.964
Denmark,12.066442953020136,54.751006711409396,6.025
Denmark,12.11543624161074,54.751006711409396,6.094
Denmark,12.164429530201343,54.751006711409396,6.171
Denmark,12.213422818791948,54.751006711409396,6.255
Denmark,12.26241610738255,54.751006711409396,6.347
Denmark,12.311409395973154,54.751006711409396,6.445
Denmark,8.636912751677853,54.7738255033557,5.608
Denmark,8.685906040268456,54.7738255033557,5.407
Denmark,8.734899328859061,54.7738255033557,5.22
Denmark,8.783892617449665,54.7738255033557,5.05
Denmark,8.832885906040268,54.7738255033557,4.896
Denmark,8.881879194630873,54.7738255033557,4.759
Denmark,8.930872483221476,54.7738255033557,4.639
Denmark,8.979865771812081,54.7738255033557,4.534
Denmark,9.028859060402684,54.7738255033557,4.445
Denmark,9.07785234899329,54.7738255033557,4.37
Denmark,9.126845637583893,54.7738255033557,4.308
Denmark,9.175838926174496,54.7738255033557,4.258
Denmark,9.224832214765101,54.7738255033557,4.22
Denmark,9.273825503355704,54.7738255033557,4.193
Denmark,9.32281879194631,54.7738255033557,4.176
Denmark,9.371812080536913,54.7738255033557,4.17
Denmark,9.420805369127518,54.7738255033557,4.173
Denmark,9.46979865771812,54.7738255033557,4.188
Denmark,9.518791946308724,54.7738255033557,4.213
Denmark,9.567785234899329,54.7738255033557,4.249
Denmark,9.616778523489934,54.7738255033557,4.296
Denmark,9.665771812080537,54.7738255033557,4.354
Denmark,9.71476510067114,54.7738255033557,4.421
Denmark,9.763758389261746,54.7738255033557,4.499
Denmark,9.812751677852349,54.7738255033557,4.584
Denmark,9.861744966442954,54.7738255033557,4.677
Denmark,9.910738255033557,54.7738255033557,4.776
Denmark,9.959731543624162,54.7738255033557,4.879
Denmark,10.008724832214765,54.7738255033557,4.985
Denmark,10.057718120805369,54.7738255033557,5.091
Denmark,10.106711409395974,54.7738255033557,5.197
Denmark,10.155704697986577,54.7738255033557,5.3
Denmark,10.204697986577182,54.7738255033557,5.398
Denmark,10.253691275167785,54.7738255033557,5.489
Denmark,10.30268456375839,54.7738255033557,5.572
Denmark,10.351677852348994,54.7738255033557,5.646
Denmark,10.400671140939597,54.7738255033557,5.709
Denmark,10.449664429530202,54.7738255033557,5.76
Denmark,10.498657718120805,54.7738255033557,5.8
Denmark,10.54765100671141,54.7738255033557,5.829
Denmark,10.596644295302013,54.7738255033557,5.848
Denmark,10.645637583892618,54.7738255033557,5.858
Denmark,10.694630872483222,54.7738255033557,5.861
Denmark,10.743624161073825,54.7738255033557,5.858
Denmark,10.79261744966443,54.7738255033557,5.851
Denmark,10.841610738255035,54.7738255033557,5.841
Denmark,10.890604026845638,54.7738255033557,5.829
Denmark,10.939597315436242,54.7738255033557,5.816
Denmark,10.988590604026847,54.7738255033557,5.802
Denmark,11.03758389261745,54.7738255033557,5.789
Denmark,11.086577181208053,54.7738255033557,5.775
Denmark,11.135570469798658,54.7738255033557,5.762
Denmark,11.184563758389263,54.7738255033557,5.749
Denmark,11.233557046979866,54.7738255033557,5.735
Denmark,11.28255033557047,54.7738255033557,5.722
Denmark,11.331543624161075,54.7738255033557,5.709
Denmark,11.380536912751678,54.7738255033557,5.696
Denmark,11.429530201342281,54.7738255033557,5.685
Denmark,11.478523489932886,54.7738255033557,5.674
Denmark,11.527516778523491,54.7738255033557,5.666
Denmark,11.576510067114095,54.7738255033557,5.66
Denmark,11.625503355704698,54.7738255033557,5.657
Denmark,11.674496644295303,54.7738255033557,5.658
Denmark,11.723489932885906,54.7738255033557,5.663
Denmark,11.772483221476511,54.7738255033557,5.674
Denmark,11.821476510067114,54.7738255033557,5.692
Denmark,11.87046979865772,54.7738255033557,5.716
Denmark,11.919463087248323,54.7738255033557,5.749
Denmark,11.968456375838926,54.7738255033557,5.791
Denmark,12.017449664429531,54.7738255033557,5.842
Denmark,12.066442953020136,54.7738255033557,5.904
Denmark,12.11543624161074,54.7738255033557,5.976
Denmark,12.164429530201343,54.7738255033557,6.058
Denmark,12.213422818791948,54.7738255033557,6.15
Denmark,12.26241610738255,54.7738255033557,6.251
Denmark,12.311409395973154,54.7738255033557,6.359
Denmark,12.36040268456376,54.7738255033557,6.474
Denmark,8.538926174496645,54.796644295302016,6.03
Denmark,8.587919463087248,54.796644295302016,5.805
Denmark,8.636912751677853,54.796644295302016,5.591
Denmark,8.685906040268456,54.796644295302016,5.39
Denmark,8.734899328859061,54.796644295302016,5.204
Denmark,8.783892617449665,54.796644295302016,5.035
Denmark,8.832885906040268,54.796644295302016,4.882
Denmark,8.881879194630873,54.796644295302016,4.747
Denmark,8.930872483221476,54.796644295302016,4.628
Denmark,8.979865771812081,54.796644295302016,4.526
Denmark,9.028859060402684,54.796644295302016,4.439
Denmark,9.07785234899329,54.796644295302016,4.366
Denmark,9.126845637583893,54.796644295302016,4.307
Denmark,9.175838926174496,54.796644295302016,4.26
Denmark,9.224832214765101,54.796644295302016,4.225
Denmark,9.273825503355704,54.796644295302016,4.2
Denmark,9.32281879194631,54.796644295302016,4.186
Denmark,9.371812080536913,54.796644295302016,4.181
Denmark,9.420805369127518,54.796644295302016,4.187
Denmark,9.46979865771812,54.796644295302016,4.202
Denmark,9.518791946308724,54.796644295302016,4.227
Denmark,9.567785234899329,54.796644295302016,4.263
Denmark,9.616778523489934,54.796644295302016,4.308
Denmark,9.665771812080537,54.796644295302016,4.363
Denmark,9.71476510067114,54.796644295302016,4.428
Denmark,9.763758389261746,54.796644295302016,4.501
Denmark,9.812751677852349,54.796644295302016,4.581
Denmark,9.861744966442954,54.796644295302016,4.668
Denmark,9.910738255033557,54.796644295302016,4.76
Denmark,9.959731543624162,54.796644295302016,4.856
Denmark,10.008724832214765,54.796644295302016,4.954
Denmark,10.057718120805369,54.796644295302016,5.053
Denmark,10.106711409395974,54.796644295302016,5.15
Denmark,10.155704697986577,54.796644295302016,5.246
Denmark,10.204697986577182,54.796644295302016,5.337
Denmark,10.253691275167785,54.796644295302016,5.422
Denmark,10.30268456375839,54.796644295302016,5.5
Denmark,10.351677852348994,54.796644295302016,5.569
Denmark,10.400671140939597,54.796644295302016,5.629
Denmark,10.449664429530202,54.796644295302016,5.679
Denmark,10.498657718120805,54.796644295302016,5.719
Denmark,10.54765100671141,54.796644295302016,5.749
Denmark,10.596644295302013,54.796644295302016,5.77
Denmark,10.645637583892618,54.796644295302016,5.784
Denmark,10.694630872483222,54.796644295302016,5.791
Denmark,10.743624161073825,54.796644295302016,5.792
Denmark,10.79261744966443,54.796644295302016,5.79
Denmark,10.841610738255035,54.796644295302016,5.784
Denmark,10.890604026845638,54.796644295302016,5.777
Denmark,10.939597315436242,54.796644295302016,5.768
Denmark,10.988590604026847,54.796644295302016,5.758
Denmark,11.03758389261745,54.796644295302016,5.748
Denmark,11.086577181208053,54.796644295302016,5.737
Denmark,11.135570469798658,54.796644295302016,5.725
Denmark,11.184563758389263,54.796644295302016,5.712
Denmark,11.233557046979866,54.796644295302016,5.698
Denmark,11.28255033557047,54.796644295302016,5.684
Denmark,11.331543624161075,54.796644295302016,5.668
Denmark,11.380536912751678,54.796644295302016,5.652
Denmark,11.429530201342281,54.796644295302016,5.636
Denmark,11.478523489932886,54.796644295302016,5.62
Denmark,11.527516778523491,54.796644295302016,5.605
Denmark,11.576510067114095,54.796644295302016,5.593
Denmark,11.625503355704698,54.796644295302016,5.582
Denmark,11.674496644295303,54.796644295302016,5.575
Denmark,11.723489932885906,54.796644295302016,5.573
Denmark,11.772483221476511,54.796644295302016,5.576
Denmark,11.821476510067114,54.796644295302016,5.587
Denmark,11.87046979865772,54.796644295302016,5.605
Denmark,11.919463087248323,54.796644295302016,5.633
Denmark,11.968456375838926,54.796644295302016,5.671
Denmark,12.017449664429531,54.796644295302016,5.721
Denmark,12.066442953020136,54.796644295302016,5.783
Denmark,12.11543624161074,54.796644295302016,5.858
Denmark,12.164429530201343,54.796644295302016,5.945
Denmark,12.213422818791948,54.796644295302016,6.044
Denmark,12.26241610738255,54.796644295302016,6.153
Denmark,12.311409395973154,54.796644295302016,6.272
Denmark,12.36040268456376,54.796644295302016,6.397
Denmark,8.48993288590604,54.81946308724832,6.243
Denmark,8.538926174496645,54.81946308724832,6.009
Denmark,8.587919463087248,54.81946308724832,5.784
