cell_lon,cell_lat,wind_speed,is_natura2000,dist_to_nearest_turbine_m,population_density
5.977646586345382,51.14269076305221,3.3924984062715917,0,9830,236
5.99936546184739,51.14269076305221,3.3625709633586025,0,9948,236
6.021084337349398,51.14269076305221,3.332274774709195,0,10292,236
6.042803212851406,51.14269076305221,3.30178895942847,0,10840,236
6.064522088353414,51.14269076305221,3.2712915463336376,0,10039,236
6.086240963855422,51.14269076305221,3.240955871870998,0,8830,236
6.10795983935743,51.14269076305221,3.2109470340187687,0,7731,236
6.129678714859438,51.14269076305221,3.1814185867358487,0,6588,0
5.782176706827309,51.15943373493976,3.5825650592937,0,9412,0
5.803895582329318,51.15943373493976,3.5625450497584685,0,9787,0
5.825614457831326,51.15943373493976,3.5411583960646174,0,10150,0
5.847333333333333,51.15943373493976,3.518495925129238,0,10716,534
5.869052208835342,51.15943373493976,3.4946489046482347,0,11458,534
5.89077108433735,51.15943373493976,3.4697124114020177,0,12342,534
5.912489959839357,51.15943373493976,3.4437884816770548,0,12549,534
5.934208835341366,51.15943373493976,3.4169886195541737,0,12080,534
5.955927710843374,51.15943373493976,3.389435344219057,0,11790,236
5.977646586345382,51.15943373493976,3.361262597515527,0,11693,236
5.99936546184739,51.15943373493976,3.3326149780638503,1,11792,236
6.021084337349398,51.15943373493976,3.30364589459472,0,11918,236
6.042803212851406,51.15943373493976,3.274514824698576,0,10508,236
6.064522088353414,51.15943373493976,3.245383921918288,0,9111,236
6.086240963855422,51.15943373493976,3.2164142374097104,0,7759,236
6.10795983935743,51.15943373493976,3.187761819580576,1,6482,236
6.129678714859438,51.15943373493976,3.1595739342270845,1,5333,236
5.760457831325302,51.176176706827306,3.5673838289662902,0,7918,0
5.782176706827309,51.176176706827306,3.5481211398948345,0,7791,222
5.803895582329318,51.176176706827306,3.5276820653271552,0,7956,222
5.825614457831326,51.176176706827306,3.506150056491515,0,8398,222
5.847333333333333,51.176176706827306,3.483599418581694,0,9074,534
5.869052208835342,51.176176706827306,3.460099574344771,0,9938,534
5.89077108433735,51.176176706827306,3.435719816835712,0,10946,534
5.912489959839357,51.176176706827306,3.4105339595005617,0,12060,534
5.934208835341366,51.176176706827306,3.38462433400101,0,12312,1002
5.955927710843374,51.176176706827306,3.358084705868379,0,11855,1002
5.977646586345382,51.176176706827306,3.3310218430800584,0,11580,1002
5.99936546184739,51.176176706827306,3.303555648088831,0,11500,1002
6.021084337349398,51.176176706827306,3.275817920939444,0,11321,1002
6.042803212851406,51.176176706827306,3.247949942133455,0,9856,1002
6.129678714859438,51.176176706827306,3.138131950192392,1,4199,236
5.6518634538152615,51.19291967871486,3.6178111225831633,0,10324,490
5.67358232931727,51.19291967871486,3.6042047299043016,0,9470,490
5.695301204819277,51.19291967871486,3.5890188015140283,0,8412,490
5.717020080321285,51.19291967871486,3.572424362180929,0,7412,490
5.738738955823294,51.19291967871486,3.554576204553896,0,6614,490
5.760457831325302,51.19291967871486,3.535609575565408,0,6094,222
5.782176706827309,51.19291967871486,3.515638468437934,0,5928,222
5.803895582329318,51.19291967871486,3.4947558273491595,0,6144,222
5.825614457831326,51.19291967871486,3.4730357322016525,0,6706,222
5.847333333333333,51.19291967871486,3.4505373587878614,0,7536,222
5.869052208835342,51.19291967871486,3.4273102612978468,0,8556,222
5.89077108433735,51.19291967871486,3.4034003500683854,0,9708,534
5.912489959839357,51.19291967871486,3.378855868521393,0,10949,534
5.934208835341366,51.19291967871486,3.3537327137179056,0,10593,534
5.955927710843374,51.19291967871486,3.3280985749237773,0,10058,1002
5.977646586345382,51.19291967871486,3.302035548865112,0,9732,1002
5.99936546184739,51.19291967871486,3.2756410901348576,0,9637,1002
6.021084337349398,51.19291967871486,3.2490273379121115,0,9779,1002
6.042803212851406,51.19291967871486,3.222319004974284,0,9499,1002
3.8057590361445786,51.20966265060241,4.120666223654626,0,343,0
3.8274779116465862,51.20966265060241,4.063046655945345,0,1207,220
3.8491967871485935,51.20966265060241,4.026769632742285,0,2712,0
3.8709156626506025,51.20966265060241,4.0137370769370175,0,3926,0
3.89263453815261,51.20966265060241,4.024082005198634,0,5173,220
3.9143534136546183,51.20966265060241,4.05609731201103,0,6536,220
3.936072289156627,51.20966265060241,4.106321523754417,0,7956,0
5.564987951807229,51.20966265060241,3.639167676131603,0,11725,0
5.5867068273092375,51.20966265060241,3.631366508676067,0,13191,0
